0	Inf
0.1220703125	1.97784841813175e-06
0.244140625	5.08100226804317e-10
0.3662109375	5.65532446204769e-10
0.48828125	6.42665749591872e-10
0.6103515625	5.32709226929463e-10
0.732421875	2.57590847190236e-10
0.8544921875	9.2196048734759e-11
0.9765625	4.04769226827313e-11
1.0986328125	1.96589447823782e-11
1.220703125	1.23749315538352e-11
1.3427734375	8.35767656216878e-12
1.46484375	6.29198934192103e-12
1.5869140625	5.71808019378182e-12
1.708984375	4.59604414982505e-12
1.8310546875	3.56795844913352e-12
1.953125	3.2386013572602e-12
2.0751953125	3.19190102582743e-12
2.197265625	2.67927239616508e-12
2.3193359375	2.43204010587055e-12
2.44140625	2.00785834633942e-12
2.5634765625	1.77796842952732e-12
2.685546875	1.60190682360322e-12
2.8076171875	1.40125881369981e-12
2.9296875	1.50540240621339e-12
3.0517578125	1.53312295545655e-12
3.173828125	1.48527314263181e-12
3.2958984375	1.58205840199645e-12
3.41796875	1.55990109712699e-12
3.5400390625	1.50097656291643e-12
3.662109375	1.71037943752618e-12
3.7841796875	1.81212185925554e-12
3.90625	2.12259520750902e-12
4.0283203125	3.94058670450111e-12
4.150390625	4.3935506493211e-12
4.2724609375	1.82388647217731e-12
4.39453125	1.02380358388657e-12
4.5166015625	9.9637300956765e-13
4.638671875	1.05131041234471e-12
4.7607421875	1.01992972704989e-12
4.8828125	1.17213263052035e-12
5.0048828125	1.17822615367083e-12
5.126953125	9.14050754475461e-13
5.2490234375	9.10726693464078e-13
5.37109375	9.04531577796777e-13
5.4931640625	1.01664578788177e-12
5.615234375	9.16930453701823e-13
5.7373046875	8.56018210527525e-13
5.859375	8.73612931682863e-13
5.9814453125	9.48800847013884e-13
6.103515625	9.03708860273847e-13
6.2255859375	8.76231519906436e-13
6.34765625	9.24181237216619e-13
6.4697265625	1.01264498656217e-12
6.591796875	9.91303228931517e-13
6.7138671875	1.01425901753455e-12
6.8359375	1.1528762900149e-12
6.9580078125	1.29436395186631e-12
7.080078125	1.54176164584689e-12
7.2021484375	1.99272335316334e-12
7.32421875	2.7952111395712e-12
7.4462890625	5.9354867478114e-12
7.568359375	6.8622315560931e-12
7.6904296875	2.88212622164738e-12
7.8125	1.2123379453083e-12
7.9345703125	9.43845124938849e-13
8.056640625	8.38674311620543e-13
8.1787109375	7.24712724317028e-13
8.30078125	7.47448499419859e-13
8.4228515625	7.50639958087791e-13
8.544921875	7.39745764738084e-13
8.6669921875	6.86486332601414e-13
8.7890625	7.82689555582146e-13
8.9111328125	7.72709354733666e-13
9.033203125	8.91031703067164e-13
9.1552734375	8.0550479014374e-13
9.27734375	7.96886708999281e-13
9.3994140625	8.30576209258592e-13
9.521484375	9.00858513932063e-13
9.6435546875	1.0302344163502e-12
9.765625	1.0001344407305e-12
9.8876953125	1.09010143404876e-12
10.009765625	1.10881629838602e-12
10.1318359375	1.25039371140317e-12
10.25390625	1.17835236765375e-12
10.3759765625	1.26235352173385e-12
10.498046875	1.18343287461559e-12
10.6201171875	1.29584520512489e-12
10.7421875	1.25573853427459e-12
10.8642578125	1.19730884739752e-12
10.986328125	1.44735372496415e-12
11.1083984375	1.51018497506142e-12
11.23046875	1.43314104471029e-12
11.3525390625	1.49431002602246e-12
11.474609375	1.5141901663014e-12
11.5966796875	1.39748152650414e-12
11.71875	1.34655931359475e-12
11.8408203125	1.45901745001732e-12
11.962890625	1.26832153796087e-12
12.0849609375	1.35488806082203e-12
12.20703125	1.35029233635366e-12
12.3291015625	1.29840060470234e-12
12.451171875	1.35355797406381e-12
12.5732421875	1.3917563933663e-12
12.6953125	1.31453595498391e-12
12.8173828125	1.47766294659293e-12
12.939453125	1.5625409094762e-12
13.0615234375	1.58084750580969e-12
13.18359375	1.77909231510246e-12
13.3056640625	2.04685366891004e-12
13.427734375	2.08011068948895e-12
13.5498046875	2.07209839364053e-12
13.671875	2.88028423106314e-12
13.7939453125	2.79281752267107e-12
13.916015625	2.3356980457367e-12
14.0380859375	2.1534948220946e-12
14.16015625	2.38884519186342e-12
14.2822265625	2.80940020254715e-12
14.404296875	2.84519399985547e-12
14.5263671875	2.94165772014283e-12
14.6484375	3.45450924203743e-12
14.7705078125	3.8408749428102e-12
14.892578125	3.91295429720729e-12
15.0146484375	4.65004210034711e-12
15.13671875	5.96811758597848e-12
15.2587890625	6.07531780313382e-12
15.380859375	6.95927596788206e-12
15.5029296875	7.17289863921923e-12
15.625	7.56074469997324e-12
15.7470703125	7.7083350820537e-12
15.869140625	7.25967289945145e-12
15.9912109375	8.0556958981062e-12
16.11328125	8.41591091013096e-12
16.2353515625	8.17693835003822e-12
16.357421875	9.09457273929209e-12
16.4794921875	1.0855778968952e-11
16.6015625	9.25013467042637e-12
16.7236328125	8.47657483924811e-12
16.845703125	8.72632675185877e-12
16.9677734375	1.01217999694956e-11
17.08984375	1.00750917800304e-11
17.2119140625	9.17973933297227e-12
17.333984375	1.24918300496328e-11
17.4560546875	2.00960443106115e-11
17.578125	2.07424266614722e-11
17.7001953125	1.42039001887957e-11
17.822265625	9.45567939010894e-12
17.9443359375	3.27473466185199e-12
18.06640625	2.37535266117273e-12
